name,latitude,longitude,address
仙台白萩店,38.24974401295665,140.910134151373,宮城県仙台市若林区白萩町３７－１０
榴ヶ岡店,38.258264030866805,140.89690906373147,宮城県仙台市宮城野区宮城野１ー１２ー１
秋田新国道店,39.733519952593944,140.10094954607854,秋田県秋田市泉中央２－３－２
秋田仁井田店,39.68853899178308,140.1237566819858,秋田県秋田市仁井田緑町５－２０
１０５本荘店,39.38659114044045,140.03550047241004,秋田県由利本荘市砂子下６２－６
イオンスタイル本荘店,39.38690692633416,140.06358962524249,秋田県由利本荘市東梵天２５７
イオンモール秋田店,39.66349806118352,140.16149260989772,秋田県秋田市御所野地蔵田１－１－１
７号線大館店,40.27381578052406,140.5386436395438,秋田県大館市片山町２－４－５
１３号横手店,39.3086889837327,140.55684445614997,秋田県横手市安田字堰端２－１
横手南イオンスーパーセンター店,39.295777878589135,140.55284544310558,秋田県横手市婦気大堤字中田４－１
イオン中仙店,39.5513759034433,140.55188846071093,秋田県大仙市北長野字袴田１１８
秋田広面店,39.726436884853676,140.1474085259285,秋田県秋田市広面堤敷４５－１
イオンスタイル茨島店,39.695774045190596,140.0980466747604,秋田県秋田市茨島４－３－１８
グランマート外旭川店,39.75171209645301,140.095800492825,秋田県秋田市外旭川小谷地２５
イオンモール大曲店,39.43801296354022,140.5095475487402,秋田県大仙市和合字坪立１７７
７号線能代店,40.18451480775938,140.05140666775728,秋田県能代市高塙１１６
７号線秋田飯島店,39.7842529009048,140.0651255090532,秋田県秋田市飯島道東３－６－５５
男鹿なまはげモール店,39.90227684753478,139.93789353900232,秋田県男鹿市船越内子２２３－１
山形やよい町店,38.253923339177646,140.30992421190155,山形県山形市やよい１－１－１
米沢店,37.9239182164018,140.11618732998213,山形県米沢市金池５－７－１０
イオン酒田南店,38.89262406565563,139.85211542247208,山形県酒田市あきほ町１２０－１
イオン山形北店,38.28325110674491,140.33117322015218,山形県山形市馬見ヶ崎２－１２－１９
イオン東根店,38.427313249145904,140.38779433988682,山形県東根市さくらんぼ駅前３－７－１５
米沢ヨークベニマル店,37.91244618945278,140.12527233644144,山形県米沢市駅前３－１－８８
イオンモール三川店,38.81558505952139,139.83396149274802,山形県東田川郡三川町猪子字和田庫１２８
成沢ヨークベニマル店,38.20935009445689,140.31690621979072,山形県山形市成沢西１－６－１７
新庄ヨークベニマル店,38.770541012258136,140.30880924841506,山形県新庄市五日町字清水川１３０５－５
鶴岡ＩＺＭＯ店,38.73564730034621,139.8186254882303,山形県鶴岡市東新斎町７－７１
２８６山形鉄砲町店,38.23479732761253,140.33286920617758,山形県山形市鉄砲町２－２０－３１
